# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr 16 01:34:03 2020
#
# User preference: *
#
# COLUMN 0 pl_hostname:    Host Name
# COLUMN 1 pl_name:        Planet Name
# COLUMN 2 pl_discmethod:  Discovery Method
# COLUMN 3 pl_orbper:      Orbital Period [days]
# COLUMN 4 dec_str:        Dec [sexagesimal]
# COLUMN 5 dec:            Dec [decimal degrees]
# COLUMN 6 pl_masse:       Planet Mass [Earth mass]
# COLUMN 7 pl_rade:        Planet Radius [Earth radii]
#
# pl_hostname,pl_name,pl_discmethod,pl_orbper,dec_str,dec,pl_masse,pl_rade
HAT-P-21,HAT-P-21 b,Transit,4.12448000,+41d01m40.6s,41.027954,1547.83210,12.442
HAT-P-22,HAT-P-22 b,Transit,3.21222000,+50d07m42.0s,50.128345,785.04010,12.890
HAT-P-23,HAT-P-23 b,Transit,1.21288000,+16d45m43.7s,16.762152,425.89220,12.218
HAT-P-24,HAT-P-24 b,Transit,3.35524000,+14d15m45.4s,14.262599,238.37250,14.572
HAT-P-25,HAT-P-25 b,Transit,3.65281514,+25d11m50.7s,25.197405,180.84527,12.722
HAT-P-26,HAT-P-26 b,Transit,4.23452000,+04d03m36.0s,4.059997,22.24810,7.062
HAT-P-27,HAT-P-27 b,Transit,3.03957700,+05d56m50.5s,5.947368,197.05000,11.430
HAT-P-28,HAT-P-28 b,Transit,3.25721500,+34d43m42.3s,34.728413,198.95300,13.585
HAT-P-29,HAT-P-29 b,Transit,5.72319000,+51d46m43.5s,51.778759,279.69040,13.115
HAT-P-3,HAT-P-3 b,Transit,2.89970000,+48d01m43.2s,48.028667,206.58950,10.536
HAT-P-30,HAT-P-30 b,Transit,2.81060000,+05d50m12.2s,5.836719,263.79890,16.141
HAT-P-31,HAT-P-31 b,Transit,5.00542000,+26d25m36.0s,26.426662,721.47410,12.218
HAT-P-32,HAT-P-32 b,Transit,2.15000820,+46d41m16.2s,46.687836,216.12440,22.194
HAT-P-33,HAT-P-33 b,Transit,3.47447000,+33d50m06.2s,33.835052,292.40360,20.737
HAT-P-34,HAT-P-34 b,Transit,5.45265400,+18d06m17.5s,18.104868,1058.37390,13.417
HAT-P-35,HAT-P-35 b,Transit,3.64670600,+04d47m13.3s,4.787023,335.62848,14.930
HAT-P-36,HAT-P-36 b,Transit,1.32734683,+44d54m55.3s,44.915352,587.41341,14.314
HAT-P-37,HAT-P-37 b,Transit,2.79743600,+51d16m08.9s,51.269138,371.52800,13.204
HAT-P-38,HAT-P-38 b,Transit,4.64038200,+32d14m46.1s,32.246151,84.85700,9.247
HAT-P-39,HAT-P-39 b,Transit,3.54387000,+17d49m48.3s,17.830082,190.37200,17.609
HAT-P-4,HAT-P-4 b,Transit,3.05653600,+36d13m46.8s,36.229664,213.25500,14.280
HAT-P-40,HAT-P-40 b,Transit,4.45724000,+45d27m26.6s,45.457378,152.55840,17.038
HAT-P-41,HAT-P-41 b,Transit,2.69405000,+04d40m20.7s,4.672421,378.21770,22.978
HAT-P-42,HAT-P-42 b,Transit,4.64187800,+06d05m50.0s,6.097230,331.80100,14.348
HAT-P-43,HAT-P-43 b,Transit,3.33268700,+10d12m24.0s,10.206653,210.39500,14.359
HAT-P-44,HAT-P-44 b,Transit,4.30121900,+47d00m52.9s,47.014687,111.87100,13.922
HAT-P-44,HAT-P-44 c,Radial Velocity,872.20000000,+47d00m52.9s,47.014687,,
HAT-P-45,HAT-P-45 b,Transit,3.12899200,-03d22m51.7s,-3.381036,283.49200,15.984
HAT-P-46,HAT-P-46 b,Transit,4.46312900,-02d58m15.4s,-2.970947,156.68400,14.392
HAT-P-49,HAT-P-49 b,Transit,2.69155000,+26d41m33.5s,26.692652,699.22600,17.822
HAT-P-5,HAT-P-5 b,Transit,2.78849000,+36d37m17.1s,36.621410,311.47340,13.563
HAT-P-50,HAT-P-50 b,Transit,3.12201090,+12d08m21.9s,12.139410,429.07050,14.437
HAT-P-51,HAT-P-51 b,Transit,4.21802780,+32d48m38.8s,32.810764,98.20947,14.493
HAT-P-52,HAT-P-52 b,Transit,2.75359530,+29d01m20.6s,29.022396,259.98494,11.310
HAT-P-53,HAT-P-53 b,Transit,1.96162410,+38d58m05.3s,38.968147,471.65972,14.773
HAT-P-54,HAT-P-54 b,Transit,3.79984700,+25d28m57.1s,25.482540,241.55080,10.581
HAT-P-55,HAT-P-55 b,Transit,3.58524670,+25d43m52.3s,25.731186,184.97706,13.249
HAT-P-56,HAT-P-56 b,Transit,2.79083000,+27d15m08.3s,27.252293,734.18730,16.926
HAT-P-57,HAT-P-57 b,Transit,2.46530000,+10d35m50.3s,10.597294,448.14030,19.504
HAT-P-6,HAT-P-6 b,Transit,3.85298000,+42d27m57.5s,42.465973,419.53560,16.589
HAT-P-65,HAT-P-65 b,Transit,2.60545520,+11d59m21.9s,11.989404,167.49641,21.185
HAT-P-66,HAT-P-66 b,Transit,2.97208600,+53d57m03.1s,53.950863,248.86089,17.822
HAT-P-67,HAT-P-67 b,Transit,4.81010250,+44d46m37.1s,44.776981,108.06220,23.371
HAT-P-69,HAT-P-69 b,Transit,4.78694910,+03d42m38.038s,3.710566,1137.83140,18.786
HAT-P-7,HAT-P-7 b,Transit,2.20474000,+47d58m10.2s,47.969513,584.80720,16.926
HAT-P-70,HAT-P-70 b,Transit,2.74432452,+09d59m52.726s,9.997979,2154.88740,20.961
HAT-P-8,HAT-P-8 b,Transit,3.07634000,+35d26m49.6s,35.447109,406.82240,15.693
HAT-P-9,HAT-P-9 b,Transit,3.92281072,+37d08m26.3s,37.140652,238.05467,15.614
HATS-1,HATS-1 b,Transit,3.44645900,-23d21m17.4s,-23.354836,589.55000,14.594
HATS-10,HATS-10 b,Transit,3.31284600,-22d12m16.1s,-22.204477,167.17858,10.862
HATS-11,HATS-11 b,Transit,3.61918800,-22d23m23.7s,-22.389927,,18.030
HATS-12,HATS-12 b,Transit,3.14270200,-19d21m21.3s,-19.355907,,7.760
HATS-13,HATS-13 b,Transit,3.04404990,-26d05m48.0s,-26.096655,172.58169,13.585
HATS-14,HATS-14 b,Transit,2.76676410,-25d41m14.4s,-25.687334,340.39593,11.646
HATS-15,HATS-15 b,Transit,1.74748753,-19d26m15.0s,-19.437510,689.69110,12.386
HATS-16,HATS-16 b,Transit,2.68650200,-30d00m46.8s,-30.012999,1039.30410,14.572
HATS-17,HATS-17 b,Transit,16.25461100,-47d36m49.3s,-47.613693,425.25654,8.709
HATS-18,HATS-18 b,Transit,0.83784000,-29d09m21.6s,-29.156012,629.14449,14.897
HATS-2,HATS-2 b,Transit,1.35413300,-22d33m46.8s,-22.562992,427.46300,13.092
HATS-22,HATS-22 b,Transit,4.72281240,-29d32m35.9s,-29.543312,870.85420,10.682
HATS-23,HATS-23 b,Transit,2.16051560,-50d04m02.5s,-50.067352,467.21010,20.849
HATS-24,HATS-24 b,Transit,1.34849780,-61d44m50.3s,-61.747311,718.29580,15.637
HATS-25,HATS-25 b,Transit,4.29864320,-23d46m52.2s,-23.781174,194.82979,14.123
HATS-26,HATS-26 b,Transit,3.30238810,-28d35m08.1s,-28.585590,206.58950,19.616
HATS-27,HATS-27 b,Transit,4.63703800,-46d35m15.8s,-46.587715,168.44990,16.814
HATS-28,HATS-28 b,Transit,3.18107810,-49d08m18.5s,-49.138470,213.58176,13.384
HATS-29,HATS-29 b,Transit,4.60587490,-54d53m35.5s,-54.893192,207.54299,14.022
HATS-3,HATS-3 b,Transit,3.54785100,-24d25m43.7s,-24.428793,340.38200,15.480
HATS-30,HATS-30 b,Transit,3.17435160,-59d56m33.2s,-59.942551,224.38798,13.171
HATS-31,HATS-31 b,Transit,3.37796000,-24d25m38.5s,-24.427364,279.69040,18.383
HATS-32,HATS-32 b,Transit,2.81265480,-21d16m19.0s,-21.271938,292.40360,14.000
HATS-33,HATS-33 b,Transit,2.54955510,-55d19m48.4s,-55.330105,378.85336,13.787
HATS-34,HATS-34 b,Transit,2.10616070,-62d28m09.6s,-62.469341,299.07803,16.029
HATS-35,HATS-35 b,Transit,1.82099930,-63d33m56.2s,-63.565609,388.38826,16.410
HATS-36,HATS-36 b,Transit,4.17518600,-23d12m10.1s,-23.202793,,12.920
HATS-39,HATS-39 b,Transit,4.57763480,-29d56m16.4s,-29.937889,200.23290,17.598
HATS-4,HATS-4 b,Transit,2.51672900,-22d32m48.8s,-22.546885,420.47100,11.433
HATS-40,HATS-40 b,Transit,3.26427360,-29d46m36.5s,-29.776806,505.34970,17.710
HATS-41,HATS-41 b,Transit,4.19364900,-27d03m01.4s,-27.050388,3082.95100,14.908
HATS-42,HATS-42 b,Transit,2.29210200,-33d26m14.4s,-33.437332,597.52040,15.693
HATS-43,HATS-43 b,Transit,4.38884970,-30d58m15.0s,-30.970833,82.95363,13.227
HATS-44,HATS-44 b,Transit,2.74390040,-27d58m21.4s,-27.972610,177.98480,11.960
HATS-45,HATS-45 b,Transit,4.18762440,-21d54m38.5s,-21.910694,222.48100,14.415
HATS-46,HATS-46 b,Transit,4.74237290,-56d18m58.0s,-56.316113,54.98459,10.122
HATS-47,HATS-47 b,Transit,3.92280380,-49d39m53.868s,-49.664963,117.27927,12.520
HATS-48 A,HATS-48 A b,Transit,3.13166660,-59d34m45.7571s,-59.579377,77.23269,8.967
HATS-49,HATS-49 b,Transit,4.14804670,-56d20m39.5352s,-56.344315,112.19399,8.575
HATS-5,HATS-5 b,Transit,4.76338700,-21d28m54.9s,-21.481916,75.32300,10.223
HATS-50,HATS-50 b,Transit,3.82970150,-26d04m39.3s,-26.077583,123.95370,12.666
HATS-51,HATS-51 b,Transit,3.34887020,-29d03m31.0s,-29.058611,244.09344,15.805
HATS-52,HATS-52 b,Transit,1.36665436,-31d16m09.6s,-31.269333,711.93920,15.491
HATS-53,HATS-53 b,Transit,3.85377680,-33d51m36.2s,-33.860054,189.10885,15.020
HATS-54,HATS-54 b,Transit,2.54418280,-44d41m19.6988s,-44.688805,241.55080,11.960
HATS-55,HATS-55 b,Transit,4.20420010,-32d45m19.5158s,-32.755421,292.72143,14.022
HATS-56,HATS-56 b,Transit,4.32479900,-45d47m57.9955s,-45.799443,191.33366,18.921
HATS-57,HATS-57 b,Transit,2.35062100,-19d03m24.3267s,-19.056757,1000.21101,12.767
HATS-58 A,HATS-58 A b,Transit,4.21808960,-48d58m42.2278s,-48.978397,327.36490,12.274
HATS-59,HATS-59 b,Transit,5.41608100,-22d23m17.4s,-22.388167,256.17098,12.621
HATS-59,HATS-59 c,Radial Velocity,1422.00000000,-22d23m17.4s,-22.388167,,
HATS-6,HATS-6 b,Transit,3.32527250,-19d01m54.0s,-19.031656,101.38777,11.187
HATS-60,HATS-60 b,Transit,3.56082900,-14d59m30.3457s,-14.991763,210.40346,12.924
HATS-61,HATS-61 b,Transit,7.81795300,-25d20m58.9560s,-25.349710,1080.62200,13.395
HATS-62,HATS-62 b,Transit,3.27688370,-24d18m12.4965s,-24.303471,56.89157,11.825
HATS-63,HATS-63 b,Transit,3.05665270,-28d11m50.2340s,-28.197287,305.11680,13.529
HATS-64,HATS-64 b,Transit,4.90889700,-29d48m01.5746s,-29.800437,305.11680,18.820
HATS-65,HATS-65 b,Transit,3.10516100,-26d44m24.7250s,-26.740201,260.93843,16.825
HATS-66,HATS-66 b,Transit,3.14143910,-33d52m54.1300s,-33.881703,1694.03390,15.816
HATS-67,HATS-67 b,Transit,1.60917880,-46d08m11.1247s,-46.136424,460.85350,18.887
HATS-68,HATS-68 b,Transit,3.58622020,-58d54m17.1247s,-58.904757,410.00070,13.809
HATS-69,HATS-69 b,Transit,2.22525770,-60d53m30.0584s,-60.891683,183.38791,10.593
HATS-7,HATS-7 b,Transit,3.18531500,-21d12m27.7s,-21.207695,38.13960,6.311
HATS-70,HATS-70 b,Transit,1.88823780,-31d14m39.86s,-31.244406,4100.00700,15.513
HATS-72,HATS-72 b,Transit,7.32794740,-16d59m59.7882s,-16.999941,39.85588,8.097
HATS-8,HATS-8 b,Transit,3.58389300,-25d44m53.9s,-25.748318,43.86054,9.785
HATS-9,HATS-9 b,Transit,1.91529100,-20d09m58.7s,-20.166317,,13.850
HD 100546,HD 100546 b,Imaging,,-70d11m41.2s,-70.194786,,77.342
HD 100655,HD 100655 b,Radial Velocity,157.57001000,+20d26m29.6s,20.441545,,
HD 100777,HD 100777 b,Radial Velocity,383.70001000,-04d45m20.5s,-4.755697,,
HD 10180,HD 10180 c,Radial Velocity,5.75969000,-60d30m41.5s,-60.511528,,
HD 10180,HD 10180 d,Radial Velocity,16.35700000,-60d30m41.5s,-60.511528,,
HD 10180,HD 10180 e,Radial Velocity,49.74800000,-60d30m41.5s,-60.511528,,
HD 10180,HD 10180 f,Radial Velocity,122.74400000,-60d30m41.5s,-60.511528,,
HD 10180,HD 10180 g,Radial Velocity,604.67000000,-60d30m41.5s,-60.511528,,
HD 10180,HD 10180 h,Radial Velocity,2205.00000000,-60d30m41.5s,-60.511528,,
HD 101930,HD 101930 b,Radial Velocity,70.46000000,-58d00m24.8s,-58.006886,,
HD 102117,HD 102117 b,Radial Velocity,20.81330000,-58d42m13.4s,-58.703709,,
HD 102195,HD 102195 b,Radial Velocity,4.11377000,+02d49m17.3s,2.821483,,
HD 102272,HD 102272 b,Radial Velocity,127.58000000,+14d07m26.4s,14.123986,,
HD 102329,HD 102329 b,Radial Velocity,778.09998000,+03d28m27.5s,3.474293,,
HD 102329,HD 102329 c,Radial Velocity,1123.00000000,+03d28m27.5s,3.474293,,
HD 102365,HD 102365 b,Radial Velocity,122.10000000,-40d30m01.3s,-40.500355,,
HD 102843,HD 102843 b,Radial Velocity,3090.94200000,-01d15m08.8s,-1.252453,,
HD 102956,HD 102956 b,Radial Velocity,6.49470000,+57d38m26.6s,57.640736,,
HD 103197,HD 103197 b,Radial Velocity,47.84000000,-50d17m34.2s,-50.292824,,
HD 103720,HD 103720 b,Radial Velocity,4.55570000,-02d46m44.2s,-2.778953,,
HD 103774,HD 103774 b,Radial Velocity,5.88810000,-12d06m28.5s,-12.107909,,
HD 103949,HD 103949 b,Radial Velocity,120.87800000,-23d55m26.0s,-23.923887,,
HD 104067,HD 104067 b,Radial Velocity,55.80600000,-20d21m13.6s,-20.353781,,
HD 10442,HD 10442 b,Radial Velocity,1032.30000000,+02d42m15.8s,2.704376,,
HD 104985,HD 104985 b,Radial Velocity,199.50500000,+76d54m20.6s,76.905731,,
HD 106252,HD 106252 b,Radial Velocity,1531.00000000,+10d02m29.9s,10.041638,,
HD 106270,HD 106270 b,Radial Velocity,1888.00000000,-09d30m48.2s,-9.513381,,
HD 106315,HD 106315 b,Transit,9.55237000,-00d23m36.5s,-0.393484,12.60000,2.440
HD 106315,HD 106315 c,Transit,21.05704000,-00d23m36.5s,-0.393484,15.20000,4.350
HD 10647,HD 10647 b,Radial Velocity,989.20000000,-53d44m27.0s,-53.740833,,
HD 106515 A,HD 106515 A b,Radial Velocity,3630.00000000,-07d15m26.4s,-7.257327,,
HD 106906,HD 106906 b,Imaging,,-55d58m31.9s,-55.975525,3496.00000,
HD 10697,HD 10697 b,Radial Velocity,1075.69000000,+20d04m59.3s,20.083149,,
HD 107148,HD 107148 b,Radial Velocity,48.05600000,-03d19m11.2s,-3.319789,,
HD 108147,HD 108147 b,Radial Velocity,10.89850000,-64d01m19.5s,-64.022087,,
HD 108341,HD 108341 b,Radial Velocity,1129.00000000,-71d25m22.7s,-71.422974,,
HD 108863,HD 108863 b,Radial Velocity,437.70000000,+21d56m53.7s,21.948244,,
HD 108874,HD 108874 b,Radial Velocity,394.48123000,+22d52m47.4s,22.879829,,
HD 108874,HD 108874 c,Radial Velocity,1624.00000000,+22d52m47.4s,22.879829,,
HD 109246,HD 109246 b,Radial Velocity,68.27000000,+74d29m22.4s,74.489548,,
HD 109271,HD 109271 b,Radial Velocity,7.85430000,-11d37m18.7s,-11.621868,,
HD 109271,HD 109271 c,Radial Velocity,30.93000000,-11d37m18.7s,-11.621868,,
HD 109749,HD 109749 b,Radial Velocity,5.23989100,-40d48m43.6s,-40.812115,,
HD 110014,HD 110014 b,Radial Velocity,835.47700000,-07d59m44.0s,-7.995564,,
HD 111232,HD 111232 b,Radial Velocity,1143.00000000,-68d25m30.5s,-68.425148,,
HD 111591,HD 111591 b,Radial Velocity,1056.40000000,+22d51m48.3s,22.863407,,
HD 111998,HD 111998 b,Radial Velocity,825.90000000,-03d33m11.2s,-3.553098,,
HD 113337,HD 113337 b,Radial Velocity,324.00000000,+63d36m36.8s,63.610226,,
HD 113538,HD 113538 b,Radial Velocity,663.20000000,-52d26m34.5s,-52.442924,,
HD 113538,HD 113538 c,Radial Velocity,1818.00000000,-52d26m34.5s,-52.442924,,
HD 113996,HD 113996 b,Radial Velocity,610.20000000,+27d37m29.1s,27.624741,,
HD 114386,HD 114386 b,Radial Velocity,937.70001000,-35d03m17.2s,-35.054783,,
HD 114613,HD 114613 b,Radial Velocity,4000.00000000,-37d48m10.9s,-37.803020,,
HD 114729,HD 114729 b,Radial Velocity,1121.79000000,-31d52m24.1s,-31.873348,,
HD 114762,HD 114762 b,Radial Velocity,83.91510000,+17d31m01.6s,17.517122,,
HD 114783,HD 114783 b,Radial Velocity,493.70000000,-02d15m54.1s,-2.265040,,
HD 114783,HD 114783 c,Radial Velocity,4319.00000000,-02d15m54.1s,-2.265040,,
HD 11506,HD 11506 b,Radial Velocity,1622.10000000,-19d30m25.1s,-19.506975,,
HD 11506,HD 11506 c,Radial Velocity,223.41000000,-19d30m25.1s,-19.506975,,
HD 116029,HD 116029 b,Radial Velocity,670.00000000,+24d38m55.3s,24.648699,,
HD 116029,HD 116029 c,Radial Velocity,907.00000000,+24d38m55.3s,24.648699,,
HD 117207,HD 117207 b,Radial Velocity,2621.75000000,-35d34m15.6s,-35.570995,,
HD 11755,HD 11755 b,Radial Velocity,433.70001000,+73d09m08.6s,73.152382,,
HD 117618,HD 117618 b,Radial Velocity,25.80000000,-47d16m16.9s,-47.271362,,
HD 118203,HD 118203 b,Radial Velocity,6.13350000,+53d43m42.7s,53.728531,,
HD 119130,HD 119130 b,Transit,16.98410000,-09d56m45.9s,-9.946078,24.50000,2.630
HD 11964,HD 11964 b,Radial Velocity,1945.00000000,-10d14m32.7s,-10.242428,,
HD 11964,HD 11964 c,Radial Velocity,37.91000000,-10d14m32.7s,-10.242428,,
HD 11977,HD 11977 b,Radial Velocity,711.00000000,-67d38m50.3s,-67.647301,,
HD 120084,HD 120084 b,Radial Velocity,2082.00000000,+78d03m52.0s,78.064438,,
HD 121504,HD 121504 b,Radial Velocity,63.33000000,-56d02m24.2s,-56.040043,,
HD 12484,HD 12484 b,Radial Velocity,58.83000000,+02d48m57.1s,2.815859,,
HD 125390,HD 125390 b,Radial Velocity,1756.20000000,+38d58m01.1s,38.966976,,
HD 125595,HD 125595 b,Radial Velocity,9.67370000,-40d23m38.2s,-40.393948,,
HD 125612,HD 125612 b,Radial Velocity,557.04000000,-17d28m53.5s,-17.481522,,
HD 125612,HD 125612 c,Radial Velocity,4.15514000,-17d28m53.5s,-17.481522,,
HD 125612,HD 125612 d,Radial Velocity,2835.00000000,-17d28m53.5s,-17.481522,,
HD 12648,HD 12648 b,Radial Velocity,133.60001000,+85d44m10.1s,85.736153,,
HD 126525,HD 126525 b,Radial Velocity,960.41000000,-51d55m59.1s,-51.933086,,
HD 12661,HD 12661 b,Radial Velocity,262.70862000,+25d24m51.5s,25.414305,,
HD 12661,HD 12661 c,Radial Velocity,1708.00000000,+25d24m51.5s,25.414305,,
HD 126614,HD 126614 b,Radial Velocity,1244.00000000,-05d10m40.0s,-5.177780,,
HD 128311,HD 128311 b,Radial Velocity,453.01900000,+09d44m47.5s,9.746518,,
HD 128311,HD 128311 c,Radial Velocity,921.53800000,+09d44m47.5s,9.746518,1204.25787,
HD 128356,HD 128356 b,Radial Velocity,298.20000000,-25d48m09.2s,-25.802563,,
HD 129445,HD 129445 b,Radial Velocity,1840.00000000,-68d45m45.9s,-68.762749,,
HD 130322,HD 130322 b,Radial Velocity,10.70871000,-00d16m53.3s,-0.281476,,
HD 131496,HD 131496 b,Radial Velocity,896.00000000,+18d14m07.4s,18.235401,,
HD 131664,HD 131664 b,Radial Velocity,1951.00000000,-73d32m07.2s,-73.535339,,
HD 13167,HD 13167 b,Radial Velocity,2613.00000000,-24d41m43.5s,-24.695410,,
HD 13189,HD 13189 b,Radial Velocity,471.60001000,+32d18m59.2s,32.316437,,
HD 132406,HD 132406 b,Radial Velocity,974.00000000,+53d22m55.8s,53.382168,,
HD 132563,HD 132563 b,Radial Velocity,1544.00000000,+44d02m35.3s,44.043148,,
HD 133131 A,HD 133131 A b,Radial Velocity,649.00000000,-27d50m33.3s,-27.842573,,
HD 133131 A,HD 133131 A c,Radial Velocity,3568.00000000,-27d50m33.3s,-27.842573,,
HD 133131 B,HD 133131 B b,Radial Velocity,5769.00000000,-27d50m27.6s,-27.840994,,
HD 134060,HD 134060 b,Radial Velocity,3.26960000,-61d25m20.4s,-61.422321,,
HD 134060,HD 134060 c,Radial Velocity,1291.56460000,-61d25m20.4s,-61.422321,,
HD 134987,HD 134987 b,Radial Velocity,258.17999000,-25d18m33.6s,-25.309347,,
HD 134987,HD 134987 c,Radial Velocity,5000.00000000,-25d18m33.6s,-25.309347,,
HD 136352,HD 136352 b,Radial Velocity,11.58240000,-48d19m03.5s,-48.317627,,
HD 136352,HD 136352 c,Radial Velocity,27.58210000,-48d19m03.5s,-48.317627,,
HD 136352,HD 136352 d,Radial Velocity,107.59830000,-48d19m03.5s,-48.317627,,
HD 136418,HD 136418 b,Radial Velocity,464.29999000,+41d43m59.5s,41.733208,,
HD 13724,HD 13724 b,Radial Velocity,14763.40500000,-46d48m59.0s,-46.816387,,
HD 137388,HD 137388 b,Radial Velocity,330.00000000,-80d12m16.5s,-80.204590,,
HD 13908,HD 13908 b,Radial Velocity,19.38200000,+65d35m39.7s,65.594360,,
HD 13908,HD 13908 c,Radial Velocity,931.00000000,+65d35m39.7s,65.594360,,
HD 13931,HD 13931 b,Radial Velocity,4218.00000000,+43d46m22.8s,43.772995,,
HD 139357,HD 139357 b,Radial Velocity,1125.70000000,+53d55m19.7s,53.922142,,
HD 1397,HD 1397 b,Transit,11.53533000,-66d21m32.1s,-66.358910,131.89945,11.500
HD 14067,HD 14067 b,Radial Velocity,1455.00000000,+23d46m04.2s,23.767832,,
HD 141399,HD 141399 b,Radial Velocity,94.44000000,+46d59m10.5s,46.986263,,
HD 141399,HD 141399 c,Radial Velocity,201.99000000,+46d59m10.5s,46.986263,,
HD 141399,HD 141399 d,Radial Velocity,1069.80000000,+46d59m10.5s,46.986263,,
HD 141399,HD 141399 e,Radial Velocity,5000.00000000,+46d59m10.5s,46.986263,,
HD 141937,HD 141937 b,Radial Velocity,653.21997000,-18d26m09.8s,-18.436066,,
HD 142,HD 142 b,Radial Velocity,349.70000000,-49d04m30.7s,-49.075191,,
HD 142,HD 142 c,Radial Velocity,6005.00000000,-49d04m30.7s,-49.075191,,
HD 142022 A,HD 142022 A b,Radial Velocity,1928.00000000,-84d13m53.8s,-84.231613,,
HD 142245,HD 142245 b,Radial Velocity,1299.00000000,+15d25m50.5s,15.430708,,
HD 142415,HD 142415 b,Radial Velocity,386.29999000,-60d12m00.9s,-60.200256,,
HD 143105,HD 143105 b,Radial Velocity,2.19740000,+68d43m12.4s,68.720116,,
HD 143361,HD 143361 b,Radial Velocity,1039.15000000,-44d26m04.3s,-44.434536,,
HD 145377,HD 145377 b,Radial Velocity,103.95000000,-27d04m41.4s,-27.078173,,
HD 145457,HD 145457 b,Radial Velocity,176.30000000,+26d44m33.9s,26.742750,,
HD 145934,HD 145934 b,Radial Velocity,2730.00000000,+13d14m22.1s,13.239476,,
HD 1461,HD 1461 b,Radial Velocity,5.77152000,-08d03m10.8s,-8.053001,,
HD 1461,HD 1461 c,Radial Velocity,13.50520000,-08d03m10.8s,-8.053001,,
HD 147018,HD 147018 b,Radial Velocity,44.23600000,-61d41m19.5s,-61.688763,,
HD 147018,HD 147018 c,Radial Velocity,1008.00000000,-61d41m19.5s,-61.688763,,
HD 147379,HD 147379 b,Radial Velocity,86.78000000,+67d14m19.8s,67.238846,,
HD 147513,HD 147513 b,Radial Velocity,528.40000000,-39d11m34.7s,-39.192982,,
HD 14787,HD 14787 b,Radial Velocity,676.60000000,+10d50m12.3s,10.836746,,
HD 147873,HD 147873 b,Radial Velocity,116.59600000,-33d34m01.6s,-33.567120,,
HD 147873,HD 147873 c,Radial Velocity,491.54000000,-33d34m01.6s,-33.567120,,
HD 148156,HD 148156 b,Radial Velocity,1027.00000000,-46d19m03.4s,-46.317623,,
HD 148164,HD 148164 b,Radial Velocity,328.55000000,+11d55m08.6s,11.919066,,
HD 148164,HD 148164 c,Radial Velocity,5062.00000000,+11d55m08.6s,11.919066,,
HD 148284,HD 148284 b,Radial Velocity,339.33100000,+30d15m54.5s,30.265127,,
HD 148427,HD 148427 b,Radial Velocity,331.50000000,-13d23m58.7s,-13.399640,,
HD 149026,HD 149026 b,Radial Velocity,2.87589000,+38d20m50.3s,38.347309,120.77540,8.295
HD 149143,HD 149143 b,Radial Velocity,4.07182000,+02d05m05.4s,2.084832,,
HD 1502,HD 1502 b,Radial Velocity,428.50000000,+14d03m17.1s,14.054755,,
HD 150706,HD 150706 b,Radial Velocity,5894.00000000,+79d47m23.2s,79.789772,,
HD 152079,HD 152079 b,Radial Velocity,2918.92000000,-46d19m58.6s,-46.332958,,
HD 152581,HD 152581 b,Radial Velocity,686.50000000,+11d58m25.5s,11.973746,,
HD 15337,HD 15337 b,Transit,4.75615000,-27d38m06.7s,-27.635206,7.51000,1.640
HD 15337,HD 15337 c,Transit,17.17840000,-27d38m06.7s,-27.635206,8.11000,2.390
HD 153950,HD 153950 b,Radial Velocity,499.39999000,-43d18m35.2s,-43.309769,,
HD 154345,HD 154345 b,Radial Velocity,3341.55884000,+47d04m54.8s,47.081882,,
HD 154672,HD 154672 b,Radial Velocity,163.94000000,-56d26m57.4s,-56.449268,,
HD 154857,HD 154857 b,Radial Velocity,408.60001000,-56d40m50.9s,-56.680798,,
HD 154857,HD 154857 c,Radial Velocity,3452.00000000,-56d40m50.9s,-56.680798,,
HD 155233,HD 155233 b,Radial Velocity,818.80000000,-20d39m16.5s,-20.654570,,
HD 155358,HD 155358 b,Radial Velocity,194.30000000,+33d21m21.1s,33.355854,,
HD 155358,HD 155358 c,Radial Velocity,391.90000000,+33d21m21.1s,33.355854,,
HD 156279,HD 156279 b,Radial Velocity,131.05000000,+63d21m07.5s,63.352093,,
HD 156279,HD 156279 c,Radial Velocity,4191.00000000,+63d21m07.5s,63.352093,,
HD 156411,HD 156411 b,Radial Velocity,842.20000000,-48d32m57.6s,-48.549320,,
HD 156668,HD 156668 b,Radial Velocity,4.64550000,+29d13m38.0s,29.227226,,
HD 156846,HD 156846 b,Radial Velocity,359.51001000,-19d20m01.5s,-19.333746,,
HD 158038,HD 158038 b,Radial Velocity,521.00000000,+27d18m12.0s,27.303341,,
HD 158996,HD 158996 b,Radial Velocity,820.20000000,+80d08m11.0s,80.136398,,
HD 159243,HD 159243 b,Radial Velocity,12.62000000,+05d42m02.6s,5.700733,,
HD 159243,HD 159243 c,Radial Velocity,248.40000000,+05d42m02.6s,5.700733,,
HD 159868,HD 159868 b,Radial Velocity,1184.10000000,-43d08m43.9s,-43.145515,,
HD 159868,HD 159868 c,Radial Velocity,351.00000000,-43d08m43.9s,-43.145515,,
HD 1605,HD 1605 b,Radial Velocity,577.20000000,+30d58m29.3s,30.974804,,
HD 1605,HD 1605 c,Radial Velocity,2149.00000000,+30d58m29.3s,30.974804,,
